filepath,label,label_id,is_augmented
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_200.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(386).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7705.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1287).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(384).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2335.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6525.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_4742.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(750).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1113).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(2157).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\original\54.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\original\183.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(537).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\original\259.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4293.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9214.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(27).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_170.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1297).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1117).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(73).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3195.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5799.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(2224).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(200).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(826).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\414.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_779.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\original\179.jpg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3703.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_929.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2979.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5028.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\original\37.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(7).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1121).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(168).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(289).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(272).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3465.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\569.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2946.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1535.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5076.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1478).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1240.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\original\159.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Hypodontia\(964).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4540.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\original\16.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1471).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(858).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_5499.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_497.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(437).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(852).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\161.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\558.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Hypodontia\(245).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_84.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1366.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1504).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_5218.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6479.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(184).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4057.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(149).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(780).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_3647.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1446).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1922).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9560.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2865.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(955).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\96.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_993.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(769).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9157.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4106.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1253.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(184).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\57.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Calculus\(138).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(86).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(440).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_432.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4748.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_896.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(254).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\16.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1919).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(1158).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(1079).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_8468.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\original\39.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(989).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(1163).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(576).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1061.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(2270).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7178.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(401).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_98.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(736).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\209.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1765).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(1199).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\208.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6573.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\334.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\original\182.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1545.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_19.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(1046).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9321.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1282).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(444).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5167.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\(209).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_118.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_5136.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\481.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Calculus\(1017).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_8855.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(1407).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(342).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3598.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(125).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_8283.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(2022).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(389).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(950).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_209.jpeg,Ulcers,4,0
C:\lab-hackathon\dataset\Hypodontia\(254).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(2003).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\original\121.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(797).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\230.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(2244).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1383.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4194.jpeg,Ulcers,4,0
C:\lab-hackathon\dataset\Calculus\(1195).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4426.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\original\220.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4272.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\118.jpg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(883).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(318).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\575.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\145.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(193).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(136).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(705).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(39).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(120).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1046).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3416.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(766).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(879).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(418).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4968.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(393).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(765).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1359.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_946.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(1977).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(557).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_304.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1703.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(1043).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(1173).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\98.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\original\203.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3648.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_348.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\80.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(2285).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4465.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_5138.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1323).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_678.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(388).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3760.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_8589.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\original\141.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_5060.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_763.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\104.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(934).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2480.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(904).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(2305).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_3652.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(115).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9368.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(1123).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1120).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(142).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1693).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1664.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3511.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1646).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\593.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_532.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(515).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(700).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(719).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(960).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2371.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2318.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Hypodontia\(631).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1792).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(268).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4320.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1059).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\380.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(1249).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\169.jpg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(117).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\42.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Calculus\(1245).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3910.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(137).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(850).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(302).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\313.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(951).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9466.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\452.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(138).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\234.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1409.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\(54).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_732.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_4579.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(84).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9656.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7374.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3563.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\original\123.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Gingivitis\(154).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7225.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(77).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7099.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(636).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(513).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9643.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2733.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(443).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_6842.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7470.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7873.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1155).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9757.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1983.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1410).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\170.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5584.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1453.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(685).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1445).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(984).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(892).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5331.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\original\34.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Hypodontia\(83).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(208).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1838.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(642).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(432).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(118).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(15).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5879.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\(105).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1561.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(1208).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(482).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\original\100.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4240.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1308.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(1290).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(413).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(508).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(889).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\68.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(771).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(4).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(1032).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(2307).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1186).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\459.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Calculus\(738).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(332).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(953).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1619).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1252).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1971).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1433).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\original\180.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Ulcers\original\52.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2689.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9145.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6120.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_5238.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(823).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(656).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1003).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1128).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(135).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5218.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(1210).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1096).jpg,Gingivitis,2,0
